Unnamed: 0_x,Entity,Year,Terrorist attacks,Oil Reserves (Barrels),Percentage of World Reserves,Country,Government Integrity,Judicial Effectiveness,Trade Freedom,Property Rights,Unnamed: 0_y,Lockheed Martin (Billion USD),General Dynamics (Billion USD)
1191,Italy,2009,4,579232000,0.035,Italy,60.7,77.7,79.2,81.6,15,45.2,32.0
1192,Italy,2010,10,579232000,0.035,Italy,60.7,77.7,79.2,81.6,16,45.7,32.5
1193,Italy,2011,5,579232000,0.035,Italy,60.7,77.7,79.2,81.6,17,46.5,32.7
1194,Italy,2012,10,579232000,0.035,Italy,60.7,77.7,79.2,81.6,18,47.2,31.5
1195,Italy,2013,7,579232000,0.035,Italy,60.7,77.7,79.2,81.6,19,45.3,30.9
1196,Italy,2014,7,579232000,0.035,Italy,60.7,77.7,79.2,81.6,20,45.6,30.8
1197,Italy,2015,6,579232000,0.035,Italy,60.7,77.7,79.2,81.6,21,46.1,31.8
1198,Italy,2016,11,579232000,0.035,Italy,60.7,77.7,79.2,81.6,22,47.2,30.6
1199,Italy,2017,10,579232000,0.035,Italy,60.7,77.7,79.2,81.6,23,50.0,31.0
1200,Italy,2018,15,579232000,0.035,Italy,60.7,77.7,79.2,81.6,24,53.8,36.2
1201,Italy,2019,8,579232000,0.035,Italy,60.7,77.7,79.2,81.6,25,59.8,39.3
1202,Italy,2020,13,579232000,0.035,Italy,60.7,77.7,79.2,81.6,26,65.4,38.0
1203,Italy,2021,3,579232000,0.035,Italy,60.7,77.7,79.2,81.6,27,67.1,38.5
1204,Japan,1994,9,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,0,22.9,3.2
1205,Japan,1995,20,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,1,22.8,3.1
1206,Japan,1996,8,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,2,26.8,3.1
1207,Japan,1997,5,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,3,28.0,3.6
1208,Japan,1998,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,4,26.0,7.4
1209,Japan,1999,2,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,5,25.0,8.9
1210,Japan,2000,13,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,6,24.5,10.4
1211,Japan,2001,3,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,7,24.0,12.0
1212,Japan,2002,2,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,8,26.5,13.7
1213,Japan,2003,2,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,9,31.8,16.4
1214,Japan,2004,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,10,35.5,19.2
1215,Japan,2005,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,11,37.7,21.0
1216,Japan,2006,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,12,39.6,24.1
1217,Japan,2007,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,13,41.9,27.2
1218,Japan,2008,3,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,14,42.7,29.3
1219,Japan,2009,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,15,45.2,32.0
1220,Japan,2010,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,16,45.7,32.5
1221,Japan,2011,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,17,46.5,32.7
1222,Japan,2012,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,18,47.2,31.5
1223,Japan,2013,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,19,45.3,30.9
1224,Japan,2014,5,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,20,45.6,30.8
1225,Japan,2015,10,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,21,46.1,31.8
1226,Japan,2016,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,22,47.2,30.6
1227,Japan,2017,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,23,50.0,31.0
1228,Japan,2018,1,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,24,53.8,36.2
1229,Japan,2019,2,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,25,59.8,39.3
1230,Japan,2020,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,26,65.4,38.0
1231,Japan,2021,0,44115000,0.0027,Japan,82.6,93.6,75.8,94.6,27,67.1,38.5
1232,Jordan,1994,6,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,0,22.9,3.2
1233,Jordan,1995,3,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,1,22.8,3.1
1234,Jordan,1996,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,2,26.8,3.1
1235,Jordan,1997,3,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,3,28.0,3.6
1236,Jordan,1998,1,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,4,26.0,7.4
1237,Jordan,1999,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,5,25.0,8.9
1238,Jordan,2000,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,6,24.5,10.4
1239,Jordan,2001,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,7,24.0,12.0
1240,Jordan,2002,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,8,26.5,13.7
1241,Jordan,2003,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,9,31.8,16.4
1242,Jordan,2004,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,10,35.5,19.2
1243,Jordan,2005,4,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,11,37.7,21.0
1244,Jordan,2006,1,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,12,39.6,24.1
1245,Jordan,2007,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,13,41.9,27.2
1246,Jordan,2008,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,14,42.7,29.3
1247,Jordan,2009,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,15,45.2,32.0
1248,Jordan,2010,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,16,45.7,32.5
1249,Jordan,2011,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,17,46.5,32.7
1250,Jordan,2012,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,18,47.2,31.5
1251,Jordan,2013,1,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,19,45.3,30.9
1252,Jordan,2014,3,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,20,45.6,30.8
1253,Jordan,2015,4,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,21,46.1,31.8
1254,Jordan,2016,11,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,22,47.2,30.6
1255,Jordan,2017,8,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,23,50.0,31.0
1256,Jordan,2018,2,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,24,53.8,36.2
1257,Jordan,2019,4,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,25,59.8,39.3
1258,Jordan,2020,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,26,65.4,38.0
1259,Jordan,2021,0,1000000,0.0001,Jordan,48.4,43.4,71.4,54.0,27,67.1,38.5
1260,Kazakhstan,1994,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,0,22.9,3.2
1261,Kazakhstan,1995,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,1,22.8,3.1
1262,Kazakhstan,1996,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,2,26.8,3.1
1263,Kazakhstan,1997,2,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,3,28.0,3.6
1264,Kazakhstan,1998,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,4,26.0,7.4
1265,Kazakhstan,1999,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,5,25.0,8.9
1266,Kazakhstan,2000,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,6,24.5,10.4
1267,Kazakhstan,2001,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,7,24.0,12.0
1268,Kazakhstan,2002,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,8,26.5,13.7
1269,Kazakhstan,2003,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,9,31.8,16.4
1270,Kazakhstan,2004,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,10,35.5,19.2
1271,Kazakhstan,2005,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,11,37.7,21.0
1272,Kazakhstan,2006,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,12,39.6,24.1
1273,Kazakhstan,2007,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,13,41.9,27.2
1274,Kazakhstan,2008,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,14,42.7,29.3
1275,Kazakhstan,2009,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,15,45.2,32.0
1276,Kazakhstan,2010,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,16,45.7,32.5
1277,Kazakhstan,2011,5,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,17,46.5,32.7
1278,Kazakhstan,2012,4,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,18,47.2,31.5
1279,Kazakhstan,2013,4,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,19,45.3,30.9
1280,Kazakhstan,2014,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,20,45.6,30.8
1281,Kazakhstan,2015,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,21,46.1,31.8
1282,Kazakhstan,2016,3,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,22,47.2,30.6
1283,Kazakhstan,2017,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,23,50.0,31.0
1284,Kazakhstan,2018,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,24,53.8,36.2
1285,Kazakhstan,2019,1,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,25,59.8,39.3
1286,Kazakhstan,2020,3,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,26,65.4,38.0
1287,Kazakhstan,2021,0,30000000000,1.8,Kazakhstan,36.5,33.8,74.6,54.1,27,67.1,38.5
1288,Kuwait,1994,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,0,22.9,3.2
1289,Kuwait,1995,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,1,22.8,3.1
1290,Kuwait,1996,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,2,26.8,3.1
1291,Kuwait,1997,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,3,28.0,3.6
1292,Kuwait,1998,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,4,26.0,7.4
1293,Kuwait,1999,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,5,25.0,8.9
1294,Kuwait,2000,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,6,24.5,10.4
1295,Kuwait,2001,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,7,24.0,12.0
1296,Kuwait,2002,1,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,8,26.5,13.7
1297,Kuwait,2003,3,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,9,31.8,16.4
1298,Kuwait,2004,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,10,35.5,19.2
1299,Kuwait,2005,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,11,37.7,21.0
1300,Kuwait,2006,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,12,39.6,24.1
1301,Kuwait,2007,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,13,41.9,27.2
1302,Kuwait,2008,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,14,42.7,29.3
1303,Kuwait,2009,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,15,45.2,32.0
1304,Kuwait,2010,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,16,45.7,32.5
1305,Kuwait,2011,1,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,17,46.5,32.7
1306,Kuwait,2012,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,18,47.2,31.5
1307,Kuwait,2013,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,19,45.3,30.9
1308,Kuwait,2014,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,20,45.6,30.8
1309,Kuwait,2015,1,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,21,46.1,31.8
1310,Kuwait,2016,2,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,22,47.2,30.6
1311,Kuwait,2017,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,23,50.0,31.0
1312,Kuwait,2018,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,24,53.8,36.2
1313,Kuwait,2019,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,25,59.8,39.3
1314,Kuwait,2020,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,26,65.4,38.0
1315,Kuwait,2021,0,101500000000,6.1,Kuwait,41.9,41.4,75.6,42.1,27,67.1,38.5
1316,Lithuania,1994,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,0,22.9,3.2
1317,Lithuania,1995,2,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,1,22.8,3.1
1318,Lithuania,1996,3,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,2,26.8,3.1
1319,Lithuania,1997,1,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,3,28.0,3.6
1320,Lithuania,1998,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,4,26.0,7.4
1321,Lithuania,1999,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,5,25.0,8.9
1322,Lithuania,2000,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,6,24.5,10.4
1323,Lithuania,2001,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,7,24.0,12.0
1324,Lithuania,2002,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,8,26.5,13.7
1325,Lithuania,2003,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,9,31.8,16.4
1326,Lithuania,2004,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,10,35.5,19.2
1327,Lithuania,2005,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,11,37.7,21.0
1328,Lithuania,2006,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,12,39.6,24.1
1329,Lithuania,2007,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,13,41.9,27.2
1330,Lithuania,2008,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,14,42.7,29.3
1331,Lithuania,2009,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,15,45.2,32.0
1332,Lithuania,2010,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,16,45.7,32.5
1333,Lithuania,2011,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,17,46.5,32.7
1334,Lithuania,2012,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,18,47.2,31.5
1335,Lithuania,2013,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,19,45.3,30.9
1336,Lithuania,2014,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,20,45.6,30.8
1337,Lithuania,2015,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,21,46.1,31.8
1338,Lithuania,2016,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,22,47.2,30.6
1339,Lithuania,2017,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,23,50.0,31.0
1340,Lithuania,2018,1,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,24,53.8,36.2
1341,Lithuania,2019,1,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,25,59.8,39.3
1342,Lithuania,2020,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,26,65.4,38.0
1343,Lithuania,2021,0,12000000,0.0007,Lithuania,68.0,74.4,79.2,89.1,27,67.1,38.5
1344,Malaysia,1994,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,0,22.9,3.2
1345,Malaysia,1995,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,1,22.8,3.1
1346,Malaysia,1996,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,2,26.8,3.1
1347,Malaysia,1997,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,3,28.0,3.6
1348,Malaysia,1998,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,4,26.0,7.4
1349,Malaysia,1999,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,5,25.0,8.9
1350,Malaysia,2000,3,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,6,24.5,10.4
1351,Malaysia,2001,1,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,7,24.0,12.0
1352,Malaysia,2002,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,8,26.5,13.7
1353,Malaysia,2003,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,9,31.8,16.4
1354,Malaysia,2004,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,10,35.5,19.2
1355,Malaysia,2005,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,11,37.7,21.0
1356,Malaysia,2006,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,12,39.6,24.1
1357,Malaysia,2007,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,13,41.9,27.2
1358,Malaysia,2008,2,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,14,42.7,29.3
1359,Malaysia,2009,1,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,15,45.2,32.0
1360,Malaysia,2010,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,16,45.7,32.5
1361,Malaysia,2011,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,17,46.5,32.7
1362,Malaysia,2012,2,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,18,47.2,31.5
1363,Malaysia,2013,13,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,19,45.3,30.9
1364,Malaysia,2014,12,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,20,45.6,30.8
1365,Malaysia,2015,5,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,21,46.1,31.8
1366,Malaysia,2016,19,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,22,47.2,30.6
1367,Malaysia,2017,4,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,23,50.0,31.0
1368,Malaysia,2018,7,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,24,53.8,36.2
1369,Malaysia,2019,2,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,25,59.8,39.3
1370,Malaysia,2020,1,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,26,65.4,38.0
1371,Malaysia,2021,0,3600000000,0.22,Malaysia,48.2,65.6,83.0,65.7,27,67.1,38.5
1372,Mauritania,1994,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,0,22.9,3.2
1373,Mauritania,1995,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,1,22.8,3.1
1374,Mauritania,1996,1,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,2,26.8,3.1
1375,Mauritania,1997,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,3,28.0,3.6
1376,Mauritania,1998,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,4,26.0,7.4
1377,Mauritania,1999,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,5,25.0,8.9
1378,Mauritania,2000,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,6,24.5,10.4
1379,Mauritania,2001,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,7,24.0,12.0
1380,Mauritania,2002,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,8,26.5,13.7
1381,Mauritania,2003,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,9,31.8,16.4
1382,Mauritania,2004,1,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,10,35.5,19.2
1383,Mauritania,2005,1,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,11,37.7,21.0
1384,Mauritania,2006,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,12,39.6,24.1
1385,Mauritania,2007,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,13,41.9,27.2
1386,Mauritania,2008,2,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,14,42.7,29.3
1387,Mauritania,2009,5,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,15,45.2,32.0
1388,Mauritania,2010,1,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,16,45.7,32.5
1389,Mauritania,2011,3,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,17,46.5,32.7
1390,Mauritania,2012,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,18,47.2,31.5
1391,Mauritania,2013,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,19,45.3,30.9
1392,Mauritania,2014,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,20,45.6,30.8
1393,Mauritania,2015,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,21,46.1,31.8
1394,Mauritania,2016,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,22,47.2,30.6
1395,Mauritania,2017,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,23,50.0,31.0
1396,Mauritania,2018,1,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,24,53.8,36.2
1397,Mauritania,2019,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,25,59.8,39.3
1398,Mauritania,2020,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,26,65.4,38.0
1399,Mauritania,2021,0,20000000,0.0012,Mauritania,22.9,28.1,63.0,35.3,27,67.1,38.5
1400,Mexico,1994,42,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,0,22.9,3.2
1401,Mexico,1995,29,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,1,22.8,3.1
1402,Mexico,1996,75,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,2,26.8,3.1
1403,Mexico,1997,95,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,3,28.0,3.6
1404,Mexico,1998,2,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,4,26.0,7.4
1405,Mexico,1999,1,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,5,25.0,8.9
1406,Mexico,2000,4,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,6,24.5,10.4
1407,Mexico,2001,7,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,7,24.0,12.0
1408,Mexico,2002,0,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,8,26.5,13.7
1409,Mexico,2003,1,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,9,31.8,16.4
1410,Mexico,2004,1,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,10,35.5,19.2
1411,Mexico,2005,1,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,11,37.7,21.0
1412,Mexico,2006,7,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,12,39.6,24.1
1413,Mexico,2007,10,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,13,41.9,27.2
1414,Mexico,2008,8,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,14,42.7,29.3
1415,Mexico,2009,1,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,15,45.2,32.0
1416,Mexico,2010,5,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,16,45.7,32.5
1417,Mexico,2011,2,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,17,46.5,32.7
1418,Mexico,2012,16,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,18,47.2,31.5
1419,Mexico,2013,8,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,19,45.3,30.9
1420,Mexico,2014,5,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,20,45.6,30.8
1421,Mexico,2015,19,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,21,46.1,31.8
1422,Mexico,2016,7,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,22,47.2,30.6
1423,Mexico,2017,23,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,23,50.0,31.0
1424,Mexico,2018,27,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,24,53.8,36.2
1425,Mexico,2019,31,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,25,59.8,39.3
1426,Mexico,2020,13,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,26,65.4,38.0
1427,Mexico,2021,21,9711000000,0.59,Mexico,29.0,39.4,76.8,46.5,27,67.1,38.5
1428,Morocco,1994,2,684000,0.0,Morocco,33.9,32.9,67.4,57.6,0,22.9,3.2
1429,Morocco,1995,1,684000,0.0,Morocco,33.9,32.9,67.4,57.6,1,22.8,3.1
1430,Morocco,1996,2,684000,0.0,Morocco,33.9,32.9,67.4,57.6,2,26.8,3.1
1431,Morocco,1997,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,3,28.0,3.6
1432,Morocco,1998,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,4,26.0,7.4
1433,Morocco,1999,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,5,25.0,8.9
1434,Morocco,2000,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,6,24.5,10.4
1435,Morocco,2001,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,7,24.0,12.0
1436,Morocco,2002,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,8,26.5,13.7
1437,Morocco,2003,5,684000,0.0,Morocco,33.9,32.9,67.4,57.6,9,31.8,16.4
1438,Morocco,2004,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,10,35.5,19.2
1439,Morocco,2005,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,11,37.7,21.0
1440,Morocco,2006,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,12,39.6,24.1
1441,Morocco,2007,6,684000,0.0,Morocco,33.9,32.9,67.4,57.6,13,41.9,27.2
1442,Morocco,2008,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,14,42.7,29.3
1443,Morocco,2009,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,15,45.2,32.0
1444,Morocco,2010,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,16,45.7,32.5
1445,Morocco,2011,1,684000,0.0,Morocco,33.9,32.9,67.4,57.6,17,46.5,32.7
1446,Morocco,2012,0,684000,0.0,Morocco,33.9,32.9,67.4,57.6,18,47.2,31.5
