,Entity,Year,Terrorist attacks,Oil Reserves (Barrels),Percentage of World Reserves,Country,Government Integrity,Judicial Effectiveness,Trade Freedom,Property Rights
668,Cuba,2018,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
669,Cuba,2019,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
670,Cuba,2020,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
671,Cuba,2021,0,124000000,0.008,Cuba,36.2,15.2,72.8,30.1
672,Democratic Republic of Congo,1994,0,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
673,Democratic Republic of Congo,1995,0,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
674,Democratic Republic of Congo,1996,0,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
675,Democratic Republic of Congo,1997,1,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
676,Democratic Republic of Congo,1998,4,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
677,Democratic Republic of Congo,1999,3,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
678,Democratic Republic of Congo,2000,3,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
679,Democratic Republic of Congo,2001,5,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
680,Democratic Republic of Congo,2002,7,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
681,Democratic Republic of Congo,2003,6,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
682,Democratic Republic of Congo,2004,5,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
683,Democratic Republic of Congo,2005,5,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
684,Democratic Republic of Congo,2006,5,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
685,Democratic Republic of Congo,2007,11,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
686,Democratic Republic of Congo,2008,20,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
687,Democratic Republic of Congo,2009,54,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
688,Democratic Republic of Congo,2010,18,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
689,Democratic Republic of Congo,2011,16,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
690,Democratic Republic of Congo,2012,25,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
691,Democratic Republic of Congo,2013,22,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
692,Democratic Republic of Congo,2014,110,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
693,Democratic Republic of Congo,2015,143,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
694,Democratic Republic of Congo,2016,169,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
695,Democratic Republic of Congo,2017,143,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
696,Democratic Republic of Congo,2018,163,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
697,Democratic Republic of Congo,2019,250,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
698,Democratic Republic of Congo,2020,310,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
699,Democratic Republic of Congo,2021,142,180000000,0.011,Democratic Republic of Congo,11.3,12.6,68.2,15.1
700,Denmark,1994,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
701,Denmark,1995,6,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
702,Denmark,1996,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
703,Denmark,1997,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
704,Denmark,1998,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
705,Denmark,1999,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
706,Denmark,2000,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
707,Denmark,2001,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
708,Denmark,2002,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
709,Denmark,2003,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
710,Denmark,2004,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
711,Denmark,2005,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
712,Denmark,2006,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
713,Denmark,2007,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
714,Denmark,2008,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
715,Denmark,2009,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
716,Denmark,2010,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
717,Denmark,2011,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
718,Denmark,2012,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
719,Denmark,2013,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
720,Denmark,2014,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
721,Denmark,2015,5,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
722,Denmark,2016,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
723,Denmark,2017,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
724,Denmark,2018,1,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
725,Denmark,2019,2,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
726,Denmark,2020,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
727,Denmark,2021,0,551000000,0.033,Denmark,97.4,89.6,79.2,98.6
728,Ecuador,1994,6,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
729,Ecuador,1995,6,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
730,Ecuador,1996,5,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
731,Ecuador,1997,4,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
732,Ecuador,1998,3,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
733,Ecuador,1999,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
734,Ecuador,2000,4,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
735,Ecuador,2001,5,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
736,Ecuador,2002,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
737,Ecuador,2003,4,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
738,Ecuador,2004,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
739,Ecuador,2005,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
740,Ecuador,2006,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
741,Ecuador,2007,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
742,Ecuador,2008,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
743,Ecuador,2009,3,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
744,Ecuador,2010,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
745,Ecuador,2011,1,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
746,Ecuador,2012,1,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
747,Ecuador,2013,2,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
748,Ecuador,2014,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
749,Ecuador,2015,1,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
750,Ecuador,2016,6,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
751,Ecuador,2017,3,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
752,Ecuador,2018,11,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
753,Ecuador,2019,3,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
754,Ecuador,2020,5,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
755,Ecuador,2021,0,8273000000,0.5,Ecuador,34.9,48.5,66.4,32.9
756,Egypt,1994,143,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
757,Egypt,1995,102,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
758,Egypt,1996,51,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
759,Egypt,1997,22,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
760,Egypt,1998,3,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
761,Egypt,1999,1,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
762,Egypt,2000,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
763,Egypt,2001,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
764,Egypt,2002,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
765,Egypt,2003,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
766,Egypt,2004,3,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
767,Egypt,2005,2,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
768,Egypt,2006,5,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
769,Egypt,2007,0,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
770,Egypt,2008,1,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
771,Egypt,2009,2,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
772,Egypt,2010,2,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
773,Egypt,2011,18,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
774,Egypt,2012,49,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
775,Egypt,2013,321,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
776,Egypt,2014,354,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
777,Egypt,2015,647,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
778,Egypt,2016,376,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
779,Egypt,2017,225,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
780,Egypt,2018,54,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
781,Egypt,2019,63,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
782,Egypt,2020,57,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
783,Egypt,2021,11,4400000000,0.27,Egypt,26.2,21.9,60.2,40.0
784,Equatorial Guinea,1994,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
785,Equatorial Guinea,1995,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
786,Equatorial Guinea,1996,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
787,Equatorial Guinea,1997,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
788,Equatorial Guinea,1998,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
789,Equatorial Guinea,1999,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
790,Equatorial Guinea,2000,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
791,Equatorial Guinea,2001,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
792,Equatorial Guinea,2002,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
793,Equatorial Guinea,2003,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
794,Equatorial Guinea,2004,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
795,Equatorial Guinea,2005,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
796,Equatorial Guinea,2006,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
797,Equatorial Guinea,2007,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
798,Equatorial Guinea,2008,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
799,Equatorial Guinea,2009,1,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
800,Equatorial Guinea,2010,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
801,Equatorial Guinea,2011,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
802,Equatorial Guinea,2012,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
803,Equatorial Guinea,2013,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
804,Equatorial Guinea,2014,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
805,Equatorial Guinea,2015,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
806,Equatorial Guinea,2016,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
807,Equatorial Guinea,2017,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
808,Equatorial Guinea,2018,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
809,Equatorial Guinea,2019,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
810,Equatorial Guinea,2020,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
811,Equatorial Guinea,2021,0,1100000000,0.07,Equatorial Guinea,5.7,8.3,48.8,21.0
812,Ethiopia,1994,4,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
813,Ethiopia,1995,5,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
814,Ethiopia,1996,7,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
815,Ethiopia,1997,6,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
816,Ethiopia,1998,0,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
817,Ethiopia,1999,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
818,Ethiopia,2000,1,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
819,Ethiopia,2001,0,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
820,Ethiopia,2002,3,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
821,Ethiopia,2003,1,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
822,Ethiopia,2004,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
823,Ethiopia,2005,5,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
824,Ethiopia,2006,11,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
825,Ethiopia,2007,5,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
826,Ethiopia,2008,8,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
827,Ethiopia,2009,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
828,Ethiopia,2010,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
829,Ethiopia,2011,3,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
830,Ethiopia,2012,3,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
831,Ethiopia,2013,5,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
832,Ethiopia,2014,2,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
833,Ethiopia,2015,7,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
834,Ethiopia,2016,13,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
835,Ethiopia,2017,28,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
836,Ethiopia,2018,10,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
837,Ethiopia,2019,26,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
838,Ethiopia,2020,53,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
839,Ethiopia,2021,36,428000,0.0,Ethiopia,33.8,20.6,57.4,27.7
840,France,1994,97,78431000,0.0048,France,73.7,84.2,79.2,93.1
841,France,1995,71,78431000,0.0048,France,73.7,84.2,79.2,93.1
842,France,1996,270,78431000,0.0048,France,73.7,84.2,79.2,93.1
843,France,1997,130,78431000,0.0048,France,73.7,84.2,79.2,93.1
844,France,1998,12,78431000,0.0048,France,73.7,84.2,79.2,93.1
845,France,1999,46,78431000,0.0048,France,73.7,84.2,79.2,93.1
846,France,2000,28,78431000,0.0048,France,73.7,84.2,79.2,93.1
847,France,2001,21,78431000,0.0048,France,73.7,84.2,79.2,93.1
848,France,2002,32,78431000,0.0048,France,73.7,84.2,79.2,93.1
849,France,2003,34,78431000,0.0048,France,73.7,84.2,79.2,93.1
850,France,2004,11,78431000,0.0048,France,73.7,84.2,79.2,93.1
851,France,2005,33,78431000,0.0048,France,73.7,84.2,79.2,93.1
852,France,2006,34,78431000,0.0048,France,73.7,84.2,79.2,93.1
853,France,2007,16,78431000,0.0048,France,73.7,84.2,79.2,93.1
854,France,2008,13,78431000,0.0048,France,73.7,84.2,79.2,93.1
855,France,2009,9,78431000,0.0048,France,73.7,84.2,79.2,93.1
856,France,2010,3,78431000,0.0048,France,73.7,84.2,79.2,93.1
857,France,2011,8,78431000,0.0048,France,73.7,84.2,79.2,93.1
858,France,2012,66,78431000,0.0048,France,73.7,84.2,79.2,93.1
859,France,2013,18,78431000,0.0048,France,73.7,84.2,79.2,93.1
860,France,2014,14,78431000,0.0048,France,73.7,84.2,79.2,93.1
861,France,2015,38,78431000,0.0048,France,73.7,84.2,79.2,93.1
862,France,2016,25,78431000,0.0048,France,73.7,84.2,79.2,93.1
863,France,2017,42,78431000,0.0048,France,73.7,84.2,79.2,93.1
864,France,2018,13,78431000,0.0048,France,73.7,84.2,79.2,93.1
865,France,2019,21,78431000,0.0048,France,73.7,84.2,79.2,93.1
866,France,2020,24,78431000,0.0048,France,73.7,84.2,79.2,93.1
867,France,2021,19,78431000,0.0048,France,73.7,84.2,79.2,93.1
868,Gabon,1994,1,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
869,Gabon,1995,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
870,Gabon,1996,1,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
871,Gabon,1997,1,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
872,Gabon,1998,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
873,Gabon,1999,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
874,Gabon,2000,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
875,Gabon,2001,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
876,Gabon,2002,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
877,Gabon,2003,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
878,Gabon,2004,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
879,Gabon,2005,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
880,Gabon,2006,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
881,Gabon,2007,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
882,Gabon,2008,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
883,Gabon,2009,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
884,Gabon,2010,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
885,Gabon,2011,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
886,Gabon,2012,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
887,Gabon,2013,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
888,Gabon,2014,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
889,Gabon,2015,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
890,Gabon,2016,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
891,Gabon,2017,4,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
892,Gabon,2018,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
893,Gabon,2019,1,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
894,Gabon,2020,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
895,Gabon,2021,0,2000000000,0.12,Gabon,23.7,19.4,55.2,26.7
896,Georgia,1994,18,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
897,Georgia,1995,17,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
898,Georgia,1996,3,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
899,Georgia,1997,6,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
900,Georgia,1998,12,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
901,Georgia,1999,7,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
902,Georgia,2000,7,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
903,Georgia,2001,4,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
904,Georgia,2002,2,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
905,Georgia,2003,6,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
906,Georgia,2004,3,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
907,Georgia,2005,6,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
908,Georgia,2006,3,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
909,Georgia,2007,0,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
910,Georgia,2008,33,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
911,Georgia,2009,25,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
912,Georgia,2010,7,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
913,Georgia,2011,3,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
914,Georgia,2012,3,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
915,Georgia,2013,2,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
916,Georgia,2014,2,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
917,Georgia,2015,1,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
918,Georgia,2016,4,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
919,Georgia,2017,1,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
920,Georgia,2018,1,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
921,Georgia,2019,0,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
922,Georgia,2020,1,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
923,Georgia,2021,0,35000000,0.0021,Georgia,61.1,54.8,86.4,53.3
924,Germany,1994,79,132480000,0.008,Germany,86.0,93.0,79.2,95.3
925,Germany,1995,147,132480000,0.008,Germany,86.0,93.0,79.2,95.3
926,Germany,1996,52,132480000,0.008,Germany,86.0,93.0,79.2,95.3
927,Germany,1997,12,132480000,0.008,Germany,86.0,93.0,79.2,95.3
928,Germany,1998,6,132480000,0.008,Germany,86.0,93.0,79.2,95.3
929,Germany,1999,13,132480000,0.008,Germany,86.0,93.0,79.2,95.3
930,Germany,2000,8,132480000,0.008,Germany,86.0,93.0,79.2,95.3
931,Germany,2001,8,132480000,0.008,Germany,86.0,93.0,79.2,95.3
932,Germany,2002,3,132480000,0.008,Germany,86.0,93.0,79.2,95.3
933,Germany,2003,2,132480000,0.008,Germany,86.0,93.0,79.2,95.3
934,Germany,2004,3,132480000,0.008,Germany,86.0,93.0,79.2,95.3
935,Germany,2005,3,132480000,0.008,Germany,86.0,93.0,79.2,95.3
936,Germany,2006,4,132480000,0.008,Germany,86.0,93.0,79.2,95.3
937,Germany,2007,3,132480000,0.008,Germany,86.0,93.0,79.2,95.3
938,Germany,2008,3,132480000,0.008,Germany,86.0,93.0,79.2,95.3
939,Germany,2009,4,132480000,0.008,Germany,86.0,93.0,79.2,95.3
940,Germany,2010,1,132480000,0.008,Germany,86.0,93.0,79.2,95.3
941,Germany,2011,8,132480000,0.008,Germany,86.0,93.0,79.2,95.3
942,Germany,2012,5,132480000,0.008,Germany,86.0,93.0,79.2,95.3
943,Germany,2013,0,132480000,0.008,Germany,86.0,93.0,79.2,95.3
944,Germany,2014,14,132480000,0.008,Germany,86.0,93.0,79.2,95.3
945,Germany,2015,68,132480000,0.008,Germany,86.0,93.0,79.2,95.3
946,Germany,2016,45,132480000,0.008,Germany,86.0,93.0,79.2,95.3
947,Germany,2017,28,132480000,0.008,Germany,86.0,93.0,79.2,95.3
948,Germany,2018,24,132480000,0.008,Germany,86.0,93.0,79.2,95.3
949,Germany,2019,17,132480000,0.008,Germany,86.0,93.0,79.2,95.3
950,Germany,2020,33,132480000,0.008,Germany,86.0,93.0,79.2,95.3
951,Germany,2021,13,132480000,0.008,Germany,86.0,93.0,79.2,95.3
952,Ghana,1994,4,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
953,Ghana,1995,1,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
954,Ghana,1996,2,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
955,Ghana,1997,1,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
956,Ghana,1998,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
957,Ghana,1999,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
958,Ghana,2000,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
959,Ghana,2001,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
960,Ghana,2002,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
961,Ghana,2003,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
962,Ghana,2004,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
963,Ghana,2005,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
964,Ghana,2006,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
965,Ghana,2007,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
966,Ghana,2008,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
967,Ghana,2009,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
968,Ghana,2010,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
969,Ghana,2011,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
970,Ghana,2012,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
971,Ghana,2013,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
972,Ghana,2014,1,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
973,Ghana,2015,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
974,Ghana,2016,1,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
975,Ghana,2017,0,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
976,Ghana,2018,2,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
977,Ghana,2019,3,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
978,Ghana,2020,10,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
979,Ghana,2021,1,660000000,0.04,Ghana,43.9,57.3,63.0,50.1
980,Greece,1994,42,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
981,Greece,1995,8,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
982,Greece,1996,20,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
983,Greece,1997,21,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
984,Greece,1998,28,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
985,Greece,1999,35,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
986,Greece,2000,28,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
987,Greece,2001,14,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
988,Greece,2002,10,10000000,0.0006,Greece,55.2,69.9,79.2,76.9
